Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
126894,136592,146480,183093,148010,150306,145072,218502,91608,81910,72022,35409,18178,8480,1408,38021,23412,13714,3826,32787,21116,11418,1530,35083,263486,661890,329573,1
57146,56677,56305,45474,51468,47650,50136,96145,38999,39468,39840,50671,7010,6541,6169,4662,9496,9027,8655,2176,5678,5209,4837,5994,113823,245399,101779,1
117622,128969,108835,139643,115775,115315,106738,94431,23191,34538,14404,45212,10884,22231,2097,32905,2307,13654,6480,24328,1847,13194,6940,23868,246591,432259,248478,1
58171,65149,52710,37213,59090,59292,59722,38190,19981,26959,14520,977,1551,5427,7012,22509,1121,5857,6582,22079,919,6059,6380,21877,123320,216294,89923,1
27502,25661,25626,24271,25837,24090,26398,17736,9766,7925,7890,6535,1104,737,772,2127,3412,1571,1536,181,1665,176,211,1566,53163,94061,49897,1
98082,97806,90051,85788,92426,98434,84244,125001,26919,27195,34950,39213,13838,13562,5807,1544,352,628,8383,12646,5656,5380,2375,6638,195888,400105,175839,1
134120,140602,118674,120637,128715,130526,120638,139084,4964,1518,20410,18447,13482,19964,1964,1,3594,10076,11852,9889,5405,11887,10041,8078,274722,518963,239311,1
102181,103400,97136,78166,100867,99452,101552,90142,12039,13258,6994,11976,629,1848,4416,23386,2729,3948,2316,21286,1314,2533,3731,22701,205581,392013,175302,1
69342,83929,65877,139059,67487,67652,61474,131819,62477,47890,65942,7240,7868,22455,4403,77585,1690,16277,1775,71407,1855,16442,1610,71572,153271,328432,204936,1
206902,205674,179116,221764,196961,192483,190244,301902,95000,96228,122786,80138,16658,15430,11128,31520,14419,13191,13367,29281,9941,8713,17845,24803,412576,881590,400880,1
209809,216453,182101,198033,213922,213501,183645,249633,39824,33180,67532,51600,26164,32808,1544,14388,3692,2952,31400,15468,4113,2531,31821,15889,426262,860701,380134,1
164744,152198,152366,160116,176543,172605,169337,241550,76806,89352,89184,81434,4593,17139,16971,9221,7861,20407,20239,12489,11799,24345,24177,16427,316942,760035,312482,1
86111,81792,78865,80661,89095,81782,88151,89490,3379,7698,10625,8829,2040,6359,9286,7490,4329,10,2917,1121,2984,7303,10230,8434,167903,348518,159526,1
137088,111770,127538,80515,137193,133322,135619,164546,27458,52776,37008,84031,1469,23849,8081,55104,3766,21552,5784,52807,105,25423,9655,56678,248858,570680,208053,1
138206,144074,136506,160407,134843,130140,136146,191199,52993,47125,54693,30792,2060,7928,360,24261,8066,13934,6366,30267,3363,9231,1663,25564,282280,592328,296913,1
69110,64766,67644,39851,77402,77162,72652,72744,3634,7978,5100,32893,3542,7886,5008,32801,8052,12396,9518,37311,8292,12636,9758,37551,133876,299960,107495,1
91057,106262,91505,77196,99942,99927,94784,89118,1939,17144,2387,11922,3727,11478,3279,17588,8870,6335,8422,22731,8885,6320,8437,22746,197319,383771,168701,1
145070,134913,127642,143755,148798,145244,139486,177646,32576,42733,50004,33891,5584,4573,11844,4269,174,10331,17602,1489,3728,13885,21156,5043,279983,611174,271397,1
56527,60500,56647,55043,50896,59865,55184,108212,51685,47712,51565,53169,1343,5316,1463,141,3338,635,3218,4822,5631,9604,5751,4147,117027,274157,111690,1
92847,95106,87043,98729,91292,94258,84307,123838,30991,28732,36795,25109,8540,10799,2736,14422,1411,848,7215,4471,1555,3814,4249,7437,187953,393695,185772,1
46784,55801,47973,47349,46209,47068,46443,36309,10475,19492,11664,11040,341,9358,1530,906,284,8733,905,281,575,9592,1764,1140,102585,176029,95322,1
81253,86923,76235,92950,76359,75024,76100,54313,26940,32610,21922,38637,5153,10823,135,16850,6229,11899,1211,17926,4894,10564,124,16591,168176,281796,169185,1
135995,126355,129982,112080,122668,109238,116759,134799,1196,8444,4817,22719,19236,9596,13223,4679,26757,17117,20744,2842,13327,3687,7314,10588,262350,483464,242062,1
104002,115761,104246,99124,116341,116852,115293,115348,11346,413,11102,16224,11291,468,11047,16169,12850,1091,12606,17728,12339,580,12095,17217,219763,463834,203370,1
74708,71267,71277,109749,82912,81151,82695,130371,55663,59104,59094,20622,7987,11428,11418,27054,6443,9884,9874,28598,8204,11645,11635,26837,145975,377129,181026,1
66388,58864,78253,67745,76015,71648,84106,119171,52783,60307,40918,51426,17718,25242,5853,16361,5260,12784,6605,3903,9627,17151,2238,8270,125252,350940,145998,1
63047,64431,60157,46243,67351,66977,65435,86954,23907,22523,26797,40711,2388,1004,5278,19192,3930,2546,6820,20734,4304,2920,7194,21108,127478,286717,106400,1
158136,159814,149921,183774,161236,159765,166096,252934,94798,93120,103013,69160,7960,6282,16175,17678,1629,49,9844,24009,3100,1422,11315,22538,317950,740031,333695,1
104206,114312,106869,92302,113822,113931,116907,53424,50782,60888,53445,38878,12701,2595,10038,24605,9725,381,7062,21629,9616,490,6953,21520,218518,398084,199171,1
70268,73954,64497,54107,64190,60375,69618,58930,11338,15024,5567,4823,650,4336,5121,15511,9893,13579,4122,6268,6078,9764,307,10083,144222,253113,118604,1
236704,231711,212954,190532,236791,218304,216092,295986,59282,64275,83032,105454,20612,15619,3138,25560,18400,13407,5350,27772,87,5080,23837,46259,468415,967173,403486,1
148184,162961,132703,149414,152775,145015,138653,164986,16802,2025,32283,15572,9531,24308,5950,10761,3169,17946,12312,4399,4591,10186,20072,3361,311145,601429,282117,1
177785,185660,189661,153578,207874,208246,222715,245626,67841,59966,55965,92048,44930,37055,33054,69137,30461,22586,18585,54668,30089,22214,18213,54296,363445,884461,343239,1
52163,47682,45871,40283,50330,46423,50191,63606,11443,15924,17735,23323,1972,2509,4320,9908,5740,1259,552,6140,1833,2648,4459,10047,99845,210550,86154,1
61334,52726,52879,82494,54775,57524,53766,75021,13687,22295,22142,7473,7568,1040,887,28728,3810,4798,4645,24970,6559,2049,1896,27719,114060,241086,135373,1
76003,67809,62123,55165,71273,73114,72133,82550,6547,14741,20427,27385,3870,4324,10010,16968,2889,5305,10991,17949,4730,3464,9150,16108,143812,299070,117288,1
20485,21974,17934,15931,19599,17054,15918,12002,8483,9972,5932,3929,4567,6056,2016,13,3431,4920,880,1123,886,2375,1665,3668,42459,64573,33865,1
112159,117376,107815,96206,113876,118675,110845,245952,133793,128576,138137,149746,1314,6531,3030,14639,6516,1299,10860,22469,1717,3500,6061,17670,229535,589348,204021,1
119614,119355,112725,155523,116081,123973,113338,154725,35111,35370,42000,798,6276,6017,613,42185,4359,4618,11248,31550,3533,3274,3356,39442,238969,508117,268248,1
64293,69988,61714,95042,65089,62324,62890,121046,56753,51058,59332,26004,1403,7098,1176,32152,1969,7664,610,32718,796,4899,3375,29953,134281,311349,156756,1
64226,65964,57611,74013,68346,65164,63908,118188,53962,52224,60577,44175,318,2056,6297,10105,938,800,7553,8849,4120,2382,10735,5667,130190,315606,131624,1
97756,94152,89341,96306,104532,100405,103124,117339,19583,23187,27998,21033,5368,8972,13783,6818,2649,6253,11064,4099,6776,10380,15191,8226,191908,425400,185647,1
66200,71219,72211,73773,71435,79300,72750,75921,9721,4702,3710,2148,6550,1531,539,1023,13100,8081,7089,5527,5235,216,776,2338,137419,299406,145984,1
64539,65280,63663,105527,69392,68907,65646,83375,18836,18095,19712,22152,1107,366,1983,39881,4368,3627,5244,36620,4853,4112,5729,36135,129819,287320,169190,1
206751,236551,226176,220921,216556,226302,203029,210516,3765,26035,15660,10405,3722,33522,23147,17892,19551,10249,126,5381,9805,19995,9620,4365,443302,856403,447097,1
160855,163135,154088,170110,165790,162290,163106,247440,86585,84305,93352,77330,2251,29,9018,7004,1435,845,8202,7820,4935,2655,11702,4320,323990,738626,324198,1
96621,95844,81514,86296,88989,87247,85534,122813,26192,26969,41299,36517,11087,10310,4020,762,9374,8597,5733,951,7632,6855,7475,2693,192465,384583,167810,1
38805,39716,37768,58421,35851,37659,35016,69999,31194,30283,32231,11578,3789,4700,2752,23405,1146,2057,109,20762,2954,3865,1917,22570,78521,178525,96189,1
61646,64071,63502,75844,65345,62339,59163,77492,15846,13421,13990,1648,2483,4908,4339,16681,693,1732,1163,13505,3699,1274,1843,10499,125717,264339,139346,1
98402,112816,104643,71993,108418,112398,114922,168110,69708,55294,63467,96117,16520,2106,10279,42929,13996,418,7755,40405,10016,4398,3775,36425,211218,503848,176636,1
269975,183244,220305,260668,261299,269118,205633,449497,179522,266253,229192,188829,64342,22389,14672,55035,857,85874,48813,8450,8676,78055,40994,631,453219,1185547,480973,1
133412,137296,105066,183611,129310,105197,137151,147593,14181,10297,42527,36018,3739,145,32085,46460,28215,32099,131,78414,4102,7986,24244,54301,270708,519251,288677,1
123108,120742,110069,96427,112451,108986,111479,134661,11553,13919,24592,38234,11629,9263,1410,15052,14122,11756,1083,12559,10657,8291,2382,16024,243850,467577,206496,1
75165,81774,73446,103846,80141,74898,84934,113165,38000,31391,39719,9319,9769,3160,11488,18912,267,6876,1452,28948,4976,1633,6695,23705,156939,353138,177292,1
43266,43102,39936,38207,44281,43644,43197,34314,8952,8788,5622,3893,69,95,3261,4990,378,542,3708,5437,1015,1179,4345,6074,86368,165436,78143,1
107935,117849,107377,101322,112470,106840,98545,86915,21020,30934,20462,14407,9390,19304,8832,2777,1095,11009,537,5518,4535,5379,5093,11148,225784,404770,208699,1
85176,78278,76480,67701,85831,84256,72569,61643,23533,16635,14837,6058,12607,5709,3911,4868,920,5978,7776,16555,655,7553,9351,18130,163454,304299,144181,1
136283,122317,128425,107137,145135,147045,127533,153239,16956,30922,24814,46102,8750,5216,892,20396,10762,24728,18620,39908,8852,22818,16710,37998,258600,572952,235562,1
110075,108559,112983,158852,122093,119702,130367,189706,79631,81147,76723,30854,20292,21808,17384,28485,9627,11143,6719,39150,12018,13534,9110,36759,218634,561868,271835,1
77558,86065,70028,109911,75487,76161,72776,103683,26125,17618,33655,6228,4782,13289,2748,37135,1397,9904,6133,33750,2071,10578,5459,34424,163623,328107,179939,1
188425,195334,191551,210480,214654,212312,202959,421737,233312,226403,230186,211257,14534,7625,11408,7521,23887,16978,20761,1832,26229,19320,23103,4174,383759,1051662,402031,1
75097,79159,71140,79743,74306,77516,75664,58347,16750,20812,12793,21396,567,3495,4524,4079,2419,1643,6376,2227,791,4853,3166,5437,154256,285833,150883,1
73323,74817,65495,67077,71326,72361,70169,37611,35712,37206,27884,29466,3154,4648,4674,3092,962,2456,6866,5284,1997,3491,5831,4249,148140,251467,132572,1
119933,121872,121271,113684,132895,127031,127829,166944,47011,45072,45673,53260,7896,5957,6558,14145,7098,5159,5760,13347,12962,11023,11624,19211,241805,554699,234955,1
13403,12665,12024,27365,14708,15303,13314,20451,7048,7786,8427,6914,89,649,1290,14051,1900,2638,3279,12062,1305,2043,2684,12657,26068,63776,39389,1
102326,120630,107100,109859,115600,114684,111137,149056,46730,28426,41956,39197,8811,9493,4037,1278,12358,5946,7584,4825,13274,5030,8500,5741,222956,490477,216959,1
183805,165481,177255,121723,194084,185327,214646,229289,45484,63808,52034,107566,30841,49165,37391,92923,1522,19846,8072,63604,10279,28603,16829,72361,349286,823346,298978,1
144489,144071,120197,149334,138429,127570,143713,213393,68904,69322,93196,64059,776,358,23516,5621,16919,16501,7373,21764,6060,5642,18232,10905,288560,623105,269531,1
128650,128629,111737,158898,117005,125674,113153,172548,43898,43919,60811,13650,15497,15476,1416,45745,2976,2955,13937,33224,11645,11624,5268,41893,257279,528380,270635,1
46091,42475,46883,49750,47998,48534,43615,92807,46716,50332,45924,43057,2476,1140,3268,6135,2443,6059,1651,1216,1907,5523,1115,1752,88566,232954,96633,1
102619,110319,93488,131999,107704,107248,102104,128487,25868,18168,34999,3512,515,8215,8616,29895,4629,3071,13760,24751,5085,2615,14216,24295,212938,445543,225487,1
155558,170120,169952,155112,158101,168716,160280,173727,18169,3607,3775,18615,4722,9840,9672,5168,13158,1404,1236,13604,2543,12019,11851,2989,325678,660824,325064,1
149354,155339,143135,214034,146902,150594,153945,268739,119385,113400,125604,54705,4591,1394,10810,60089,1240,4745,7459,63440,2452,8437,3767,67132,304693,720180,357169,1
60195,58792,59858,98428,64001,62862,60392,102649,42454,43857,42791,4221,197,1600,534,38036,2667,4070,3004,35566,3806,5209,4143,34427,118987,289904,158286,1
18371,15116,18017,19803,15739,15378,15245,24795,6424,9679,6778,4992,3126,129,2772,4558,2993,262,2639,4425,2632,623,2278,4064,33487,71157,37820,1
36348,34510,32545,26600,37645,33681,31907,27443,8905,7067,5102,843,4441,2603,638,5307,2667,829,1136,7081,1297,3135,5100,11045,70858,130676,59145,1
42404,39070,38398,62104,39248,41237,33103,54431,12027,15361,16033,7673,9301,5967,5295,29001,1167,2167,2839,20867,3156,178,850,22856,81474,168019,100502,1
215730,219072,217696,267077,216351,205813,196952,391929,176199,172857,174233,124852,18778,22120,20744,70125,9917,13259,11883,61264,621,2721,1345,50726,434802,1011045,484773,1
294299,327654,288003,348880,304821,301771,290237,322244,27945,5410,34241,26636,4062,37417,2234,58643,7472,25883,13768,47109,10522,22833,16818,44059,621953,1219073,636883,1
153816,180131,157282,172017,144355,142986,140265,289193,135377,109062,131911,117176,13551,39866,17017,31752,10830,37145,14296,29031,9461,35776,12927,27662,333947,716799,329299,1
169907,182997,168194,167231,180261,188937,177698,222228,52321,39231,54034,54997,7791,5299,9504,10467,19030,5940,20743,21706,10354,2736,12067,13030,352904,769124,335425,1
225336,216029,218194,282942,218976,231166,224180,397746,172410,181717,179552,114804,1156,8151,5986,58762,5830,15137,12972,51776,6360,2947,782,63966,441365,1072068,501136,1
346476,290439,311516,393818,310415,306158,303266,425552,79076,135113,114036,31734,43210,12827,8250,90552,40318,15719,5358,87660,36061,19976,1101,83403,636915,1345391,705334,1
51031,57828,54510,60160,52983,54818,48289,111581,60550,53753,57071,51421,2742,9539,6221,11871,3787,3010,308,5342,1952,4845,1527,7177,108859,267671,114670,1
82763,86740,82380,86640,79284,82933,78066,128388,45625,41648,46008,41748,4697,8674,4314,8574,170,3807,553,3707,3479,7456,3096,7356,169503,368671,169020,1
261964,296913,263609,286645,284989,282711,286970,320725,58761,23812,57116,34080,25006,9943,23361,325,20747,14202,19102,3934,23025,11924,21380,1656,558877,1175395,550254,1
92961,112247,99812,125335,93092,101616,95745,140568,47607,28321,40756,15233,2784,16502,4067,29590,8655,10631,1804,23719,131,19155,6720,32243,205208,431021,225147,1
190712,188621,183132,179338,189709,179111,186485,166679,24033,21942,16453,12659,4227,2136,3353,7147,11601,9510,4021,227,1003,1088,6577,10371,379333,721984,362470,1
131473,139363,126833,144941,138112,138577,132933,140014,8541,651,13181,4927,1460,6430,6100,12008,7104,786,11744,6364,6639,1251,11279,6829,270836,549636,271774,1
49394,50495,46537,60109,49861,48184,49900,42449,6945,8046,4088,17660,506,595,3363,10209,1210,2311,1647,11925,467,634,3324,10248,99889,190394,106646,1
107944,120142,107650,174261,106955,112846,94955,144959,37015,24817,37309,29302,12989,25187,12695,79306,4902,7296,5196,61415,989,13187,695,67306,228086,459715,281911,1
75160,38968,62270,50409,76637,74530,47823,92708,17548,53740,30438,42299,27337,8855,14447,2586,630,35562,12260,24121,1477,37669,14367,26228,114128,291698,112679,1
182329,184490,186529,156247,195476,193671,198377,226512,44183,42022,39983,70265,16048,13887,11848,42130,11342,9181,7142,37424,13147,10986,8947,39229,366819,814036,342776,1
158355,166388,147136,129362,152651,152186,145229,214119,55764,47731,66983,84757,13126,21159,1907,15867,6169,14202,5050,22824,5704,13737,5515,23289,324743,664185,276498,1
83893,90408,80826,111141,88524,88709,90387,158008,74115,67600,77182,46867,6494,21,9561,20754,4816,1699,7883,22432,4631,1884,7698,22617,174301,425628,191967,1
203012,205322,215174,314991,221795,218152,220681,349478,146466,144156,134304,34487,17669,15359,5507,94310,15140,12830,2978,96839,18783,16473,6621,93196,408334,1010106,530165,1
68967,70530,66136,64830,70930,73439,70101,62943,6024,7587,3193,1887,1134,429,3965,5271,4472,2909,7303,8609,1963,400,4794,6100,139497,277413,130966,1
95544,81990,84909,93109,90965,87503,103014,169876,74332,87886,84967,76767,7470,21024,18105,9905,8041,5513,2594,5606,4579,8975,6056,2144,177534,451358,178018,1
25598,29362,30845,31133,31857,31502,28291,31477,5879,2115,632,344,2693,1071,2554,2842,5904,2140,657,369,6259,2495,1012,724,54960,123127,61978,1
142040,132007,135202,144010,140106,141124,144017,218044,76004,86037,82842,74034,1977,12010,8815,7,916,9117,5922,2886,1934,8099,4904,3904,274047,643291,279212,1
69183,65008,62192,96333,59993,63130,59313,72818,3635,7810,10626,23515,9870,5695,2879,37020,6053,1878,938,33203,9190,5015,2199,36340,134191,255254,158525,1
53596,57802,54741,60188,58503,58555,58106,53432,164,4370,1309,6756,4510,304,3365,2082,4959,753,3814,1633,4907,701,3762,1685,111398,228596,114929,1
97625,110263,104902,81849,105756,112697,112402,151099,53474,40836,46197,69250,14777,2139,7500,30553,15072,2434,7795,30848,8131,4507,854,23907,207888,481954,186751,1
23970,26845,33236,38841,27932,27874,28043,28058,4088,1213,5178,10783,4073,1198,5193,10798,3904,1029,5362,10967,3962,1087,5304,10909,50815,111907,72077,1
287916,237810,244361,265921,271902,282429,216682,396259,108343,158449,151898,130338,71234,21128,27679,49239,5487,44619,38068,16508,16014,34092,27541,5981,525726,1167272,510282,1
152253,175888,168198,218067,167110,164538,155632,291688,139435,115800,123490,73621,3379,20256,12566,62435,12285,11350,3660,53529,14857,8778,1088,50957,328141,778968,386265,1
71752,74836,72513,64466,84375,86247,90581,107332,35580,32496,34819,42866,18829,15745,18068,26115,14495,11411,13734,21781,12623,9539,11862,19909,146588,368535,136979,1
126391,139169,139188,115985,144770,141244,144169,207318,80927,68149,68130,91333,17778,5000,4981,28184,14853,2075,2056,25259,18379,5601,5582,28785,265560,637501,255173,1
110538,116519,104094,134797,106089,108254,108619,138088,27550,21569,33994,3291,1919,7900,4525,26178,2284,8265,4160,26543,4449,10430,1995,28708,227057,461050,238891,1
154455,155990,151338,159352,162268,168536,170682,176471,22016,20481,25133,17119,16227,14692,19344,11330,14081,12546,17198,9184,7813,6278,10930,2916,310445,677957,310690,1
120701,124910,114810,142765,119682,122720,118831,179575,58874,54665,64765,36810,1870,6079,4021,23934,2019,2190,7910,20045,1019,5228,4872,23083,245611,540808,257575,1
8158,9188,6993,19316,7538,7733,7791,19000,10842,9812,12007,316,367,1397,798,11525,425,1455,740,11583,620,1650,545,11778,17346,42062,26309,1
104224,120272,91137,129177,98245,101000,86809,118587,14363,1685,27450,10590,17415,33463,4328,42368,3224,19272,9863,28177,5979,22027,7108,30932,224496,404641,220314,1
153969,160389,138812,183203,154943,147107,151639,204874,50905,44485,66062,21671,2330,8750,12827,31564,6862,13282,8295,36096,974,5446,16131,28260,314358,658563,322015,1
80079,84278,88046,69724,87615,92679,95415,112891,32812,28613,24845,43167,15336,11137,7369,25691,12600,8401,4633,22955,7536,3337,431,17891,164357,388600,157770,1
95654,100849,104148,98528,99523,106996,100311,154412,58758,53563,50264,55884,4657,538,3837,1783,11342,6147,2848,8468,3869,1326,4625,995,196503,461242,202676,1
32000,32367,31331,23010,34535,37199,35267,60406,28406,28039,29075,37396,3267,2900,3936,12257,5199,4832,5868,14189,2535,2168,3204,11525,64367,167407,54341,1
97320,104737,99506,86638,103210,104415,107071,135016,37696,30279,35510,48378,9751,2334,7565,20433,7095,322,4909,17777,5890,1527,3704,16572,202057,449712,186144,1
163904,171389,145007,175765,172121,166502,174046,213512,49608,42123,68505,37747,10142,2657,29039,1719,2598,4887,21495,9263,8217,732,27114,3644,335293,726181,320772,1
128787,133681,125984,141417,126366,131607,119956,170185,41398,36504,44201,28768,8831,13725,6028,21461,2820,2074,5623,9810,2421,7315,382,15051,262468,548114,267401,1
78892,77034,68890,82961,76093,72575,77463,75945,2947,1089,7055,7016,1429,429,8573,5498,6317,4459,3685,10386,2799,941,7203,6868,155926,302076,151851,1
179258,190418,185086,211735,176331,185931,175631,256348,77090,65930,71262,44613,3627,14787,9455,36104,6673,4487,845,25804,2927,14087,8755,35404,369676,794241,396821,1
146102,171468,145305,176350,128146,145995,130672,221948,75846,50480,76643,45598,15430,40796,14633,45678,107,25473,690,30355,17956,43322,17159,48204,317570,626761,321655,1
171970,170369,168388,123524,182052,186046,193334,187815,15845,17446,19427,64291,21364,22965,24946,69810,14076,15677,17658,62522,10082,11683,13664,58528,342339,749247,291912,1
112097,122069,102851,132390,116445,118846,111712,124463,12366,2394,21612,7927,385,10357,8861,20678,6749,3223,15995,13544,4348,5624,13594,15945,234166,471466,235241,1
145809,150501,138499,147096,145957,132715,143494,197150,51341,46649,58651,50054,2315,7007,4995,3602,13094,17786,5784,14381,148,4544,7458,1139,296310,619316,285595,1
42201,33619,34124,40265,39706,38220,41403,72136,29935,38517,38012,31871,798,7784,7279,1138,3981,4601,4096,2045,2495,6087,5582,559,75820,191465,74389,1
118232,110803,115242,93984,128576,122351,121621,182120,63888,71317,66878,88136,3389,10818,6379,27637,4119,11548,7109,28367,10344,17773,13334,34592,229035,554668,209226,1
127504,149250,128823,114396,128449,143201,133548,194840,67336,45590,66017,80444,6044,15702,4725,19152,15697,6049,14378,28805,945,20801,374,14053,276754,600038,243219,1
76969,74999,70011,78619,73577,69215,75768,142159,65190,67160,72148,63540,1201,769,5757,2851,7754,5784,796,9404,3392,1422,3566,5042,151968,360719,148630,1
2662,2538,2394,1170,2636,2609,2654,18856,16194,16318,16462,17686,8,116,260,1484,53,71,215,1439,26,98,242,1466,5200,26755,3564,1
65940,62867,56958,78355,65313,61196,66184,115592,49652,52725,58634,37237,244,3317,9226,12171,4744,1671,4238,17159,627,2446,8355,13042,128807,308285,135313,1
23262,20754,21391,23763,22756,23119,25598,61731,38469,40977,40340,37968,2336,4844,4207,1835,143,2365,1728,644,506,2002,1365,1007,44016,133204,45154,1
52109,49748,44718,72214,46649,46746,48088,64231,12122,14483,19513,7983,4021,1660,3370,24126,5363,3002,2028,25468,5460,3099,1931,25565,101857,205714,116932,1
51945,50446,51784,43282,54502,59192,54387,90968,39023,40522,39184,47686,2442,3941,2603,11105,7247,8746,7408,15910,2557,4056,2718,11220,102391,259049,95066,1
146847,130854,129629,144059,136495,131396,133404,142044,4803,11190,12415,2015,13443,2550,3775,10655,15451,542,1767,12663,10352,5641,6866,7564,277701,543339,273688,1
199054,190139,185929,228478,190137,203135,208158,238203,39149,48064,52274,9725,9104,18019,22229,20320,4081,12996,17206,25343,8917,2,4208,38341,389193,839633,414407,1
69435,56709,62425,57818,61861,57095,61933,46113,23322,10596,16312,11705,7502,5224,492,4115,12340,386,5330,723,7574,5152,564,4043,126144,227002,120243,1
118367,123153,109647,98188,124034,124697,114848,141521,23154,18368,31874,43333,3519,8305,5201,16660,6330,1544,15050,26509,5667,881,14387,25846,241520,505100,207835,1
153451,161976,147109,178380,160444,157311,160020,137769,15682,24207,9340,40611,6569,1956,12911,18360,3860,4665,10202,21069,6993,1532,13335,17936,315427,615544,325489,1
159191,163699,138275,209248,145743,137676,145088,218736,59545,55037,80461,9488,14103,18611,6813,64160,21515,26023,599,71572,13448,17956,7468,63505,322890,647243,347523,1
56158,59555,58611,89350,60599,56156,57799,98083,41925,38528,39472,8733,1641,1756,812,31551,2,3399,2455,33194,4441,1044,1988,28751,115713,272637,147961,1
243128,278565,199428,311904,233484,232614,236259,348047,104919,69482,148619,36143,6869,42306,36831,75645,10514,45951,33186,79290,9644,45081,34056,78420,521693,1050404,511332,1
36611,35640,31460,24434,32935,32777,34479,25088,11523,10552,6372,654,2132,1161,3019,10045,3834,2863,1317,8343,3676,2705,1475,8501,72251,125279,55894,1
79740,73695,74573,90404,87359,88139,88456,97491,17751,23796,22918,7087,8716,14761,13883,1948,8399,14444,13566,2265,7619,13664,12786,3045,153435,361445,164977,1
158847,150058,171730,152974,169344,164012,166750,225641,66794,75583,53911,72667,7903,16692,4980,13776,5165,13954,7718,11038,10497,19286,2386,16370,308905,725747,324704,1
196241,178757,171037,181273,176719,177479,172337,205286,9045,26529,34249,24013,23904,6420,1300,8936,18762,1278,6442,3794,19522,2038,5682,4554,374998,731821,352310,1
174048,172852,178295,141569,185385,193300,186986,235310,61262,62458,57015,93741,12938,14134,8691,45417,19252,20448,15005,51731,11337,12533,7090,43816,346900,800981,319864,1
75588,88372,78219,133382,76500,82422,71318,142220,66632,53848,64001,8838,4270,17054,6901,62064,6834,5950,4203,50960,912,11872,1719,56882,163960,372460,211601,1
153282,146587,145086,140698,145855,142534,137250,156503,3221,9916,11417,15805,16032,9337,7836,3448,10748,4053,2552,1836,7427,732,769,5157,299869,582142,285784,1
113055,130209,121685,137147,122483,124058,116578,136573,23518,6364,14888,574,3523,13631,5107,20569,11003,6151,2373,13089,9428,7726,798,14664,243264,499692,258832,1
201305,200558,203598,261211,207393,219378,203658,292520,91215,91962,88922,31309,2353,3100,60,57553,18073,18820,15780,41833,6088,6835,3795,53818,401863,922949,464809,1
16394,18505,14392,15291,16865,15403,11988,13734,2660,4771,658,1557,4406,6517,2404,3303,991,3102,1011,112,471,1640,2473,1574,34899,57990,29683,1
156430,172230,145685,175043,158400,157807,143969,158582,2152,13648,12897,16461,12461,28261,1716,31074,1377,14423,12122,17236,1970,13830,12715,16643,328660,618758,320728,1
155095,120244,132050,182691,156095,155522,102849,165729,10634,45485,33679,16962,52246,17395,29201,79842,427,35278,23472,27169,1000,35851,24045,26596,275339,580195,314741,1
