Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
80221,91064,75913,88842,90736,87502,96214,141426,61205,50362,65513,52584,15993,5150,20301,7372,7281,3562,11589,1340,10515,328,14823,1894,171285,415878,164755,0
219756,193787,182399,280869,197848,203345,201035,263819,44063,70032,81420,17050,18721,7248,18636,79834,16411,9558,20946,77524,21908,4061,15449,83021,413543,866047,463268,0
84934,67948,65941,72887,71503,70774,64962,77690,7244,9742,11749,4803,19972,2986,979,7925,14160,2826,4833,2113,13431,3555,5562,1384,152882,284929,138828,0
51587,57064,53655,77525,56858,55985,59991,47082,4505,9982,6573,30443,8404,2927,6336,17534,4398,1079,2330,21540,5271,206,3203,20667,108651,219916,131180,0
84998,83952,80008,77034,85588,79157,83077,90347,5349,6395,10339,13313,1921,875,3069,6043,5841,4795,851,2123,590,1636,5580,8554,168950,338169,157042,0
46054,39024,37056,46346,38195,39640,38545,43157,2897,4133,6101,3189,7509,479,1489,7801,6414,616,2584,6706,7859,829,1139,8151,85078,159537,83402,0
130292,111248,106406,158519,119561,113584,114971,142619,12327,31371,36213,15900,15321,3723,8565,43548,16708,2336,7178,44935,10731,8313,13155,38958,241540,490735,264925,0
46503,42494,34153,52992,37636,36769,40747,85919,39416,43425,51766,32927,5756,1747,6594,12245,9734,5725,2616,16223,8867,4858,3483,15356,88997,201071,87145,0
118239,88610,100631,150800,101202,103331,96835,130330,12091,41720,29699,20470,21404,8225,3796,53965,14908,14721,2700,47469,17037,12592,571,49598,206849,431698,251431,0
156869,126994,129766,169069,138853,136558,142946,187968,31099,60974,58202,18899,13923,15952,13180,26123,20311,9564,6792,32511,18016,11859,9087,30216,283863,606325,298835,0
51758,51928,50917,50131,53948,51057,56260,83987,32229,32059,33070,33856,4502,4332,5343,6129,701,871,140,926,2190,2020,3031,3817,103686,245252,101048,0
123470,108723,105893,136585,110705,110641,106327,150329,26859,41606,44436,13744,17143,2396,434,30258,12829,1918,4748,25944,12765,1982,4812,25880,232193,478002,242478,0
33246,33213,30834,31113,34496,32792,35976,21533,11713,11680,9301,9580,2730,2763,5142,4863,454,421,1958,1679,1250,1283,3662,3383,66459,124797,61947,0
138049,136890,131206,100517,130855,133948,137153,107094,30955,29796,24112,6577,896,263,5947,36636,4101,2942,2742,33431,7194,6035,351,30338,274939,509050,231723,0
105409,103848,94708,117421,106615,99366,107339,89886,15523,13962,4822,27535,1930,3491,12631,10082,6043,4482,4658,18055,1206,2767,11907,10806,209257,403206,212129,0
78746,76660,73346,118735,74324,70963,64254,109234,30488,32574,35888,9501,14492,12406,9092,54481,7783,5697,2383,47772,4422,2336,978,44411,155406,318775,192081,0
70651,67656,62277,89653,65702,61592,69014,112646,41995,44990,50369,22993,1637,1358,6737,20639,9059,6064,685,28061,4949,1954,3425,23951,138307,308954,151930,0
64093,51365,54035,85681,61396,55346,56011,69550,5457,18185,15515,16131,8082,4646,1976,29670,8747,3981,1311,30335,2697,10031,7361,24285,115458,242303,139716,0
106389,107732,99775,136971,104007,106253,97165,85218,21171,22514,14557,51753,9224,10567,2610,39806,136,1479,6478,30718,2382,3725,4232,32964,214121,392643,236746,0
104606,104034,93328,142232,105611,98802,106753,175077,70471,71043,81749,32845,2147,2719,13425,35479,5804,5232,5474,43430,1005,1577,12283,36621,208640,486243,235560,0
28376,34019,29864,37011,30994,35368,30444,11470,16906,22549,18394,25541,2068,3575,580,6567,6992,1349,5504,1643,2618,3025,1130,6017,62395,108276,66875,0
34104,29794,28596,42586,28157,28813,27997,63887,29783,34093,35291,21301,6107,1797,599,14589,5291,981,217,13773,5947,1637,439,14429,63898,148854,71182,0
40620,38386,36174,32859,36041,35593,34144,57856,17236,19470,21682,24997,6476,4242,2030,1285,5027,2793,581,2734,4579,2345,133,3182,79006,163634,69033,0
87763,84634,82384,103061,89983,89676,89944,97291,9528,12657,14907,5770,2181,5310,7560,13117,1913,5042,7292,13385,2220,5349,7599,13078,172397,366894,185445,0
32644,31157,31137,40053,30822,31771,28549,30213,2431,944,924,9840,4095,2608,2588,11504,873,614,634,8282,1822,335,315,9231,63801,121355,71190,0
40296,37306,36915,28194,42098,40809,41493,62985,22689,25679,26070,34791,1197,4187,4578,13299,513,3503,3894,12615,1802,4792,5183,13904,77602,187385,65109,0
177484,155406,149436,223712,163900,160770,151760,160796,16688,5390,11360,62916,25724,3646,2324,71952,16714,5364,11334,62942,13584,8494,14464,59812,332890,637226,373148,0
67922,69853,66295,64906,77938,74829,79601,87714,19792,17861,21419,22808,11679,9748,13306,14695,6907,4976,8534,9923,10016,8085,11643,13032,137775,320082,131201,0
80773,84923,84208,103373,86162,85360,84066,141651,60878,56728,57443,38278,3293,857,142,19307,4587,437,1152,18013,5389,1239,1954,17211,165696,397239,187581,0
52177,38710,44737,65703,46780,47259,49367,39877,12300,1167,4860,25826,2810,10657,4630,16336,4918,8549,2522,18444,5397,8070,2043,18923,90887,183283,110440,0
99660,108833,98874,115199,96828,93939,96577,200569,100909,91736,101695,85370,3083,12256,2297,18622,5721,14894,4935,21260,2832,12005,2046,18371,208493,487913,214073,0
84772,87745,88298,95001,88008,87863,92554,108174,23402,20429,19876,13173,7782,4809,4256,2447,3091,118,435,7138,3236,263,290,6993,172517,376599,183299,0
2713,2358,2205,1509,2273,2235,2151,1011,1702,1347,1194,498,562,207,54,642,478,123,30,726,440,85,68,764,5071,7670,3714,0
111950,111541,109651,107361,115815,116884,112172,116518,4568,4977,6867,9157,222,631,2521,4811,4934,5343,7233,9523,3865,4274,6164,8454,223491,461389,217012,0
13917,16487,17075,17398,16846,14885,16145,15869,1952,618,1206,1529,2228,342,930,1253,968,1602,2190,2513,2929,359,229,552,30404,63745,34473,0
38984,39645,37052,57681,36691,36155,38345,47419,8435,7774,10367,10262,639,1300,1293,19336,2829,3490,897,21526,2293,2954,361,20990,78629,158610,94733,0
53203,50625,46694,54931,49278,49792,45907,30765,22438,19860,15929,24166,7296,4718,787,9024,3411,833,3098,5139,3925,1347,2584,5653,103828,175742,101625,0
97815,86396,95088,98587,94700,93301,96927,88508,9307,2112,6580,10079,888,10531,1839,1660,4514,6905,1787,5286,3115,8304,388,3887,184211,373436,193675,0
16606,13476,14027,18976,13645,12354,11540,19152,2546,5676,5125,176,5066,1936,2487,7436,4252,1122,1673,6622,2961,169,382,5331,30082,56691,33003,0
68055,65743,62703,59608,69886,65308,74826,73895,5840,8152,11192,14287,6771,9083,12123,15218,2747,435,2605,5700,1831,4143,7183,10278,133798,283915,122311,0
29860,28888,31841,24097,33280,34496,27322,17104,12756,11784,14737,6993,2538,1566,4519,3225,4636,5608,2655,10399,3420,4392,1439,9183,58748,112202,55938,0
74232,83684,87062,103765,98378,97421,98643,140790,66558,57106,53728,37025,24411,14959,11581,5122,23189,13737,10359,6344,24146,14694,11316,5387,157916,435232,190827,0
33275,31876,29842,29822,33160,30970,31649,24725,8550,7151,5117,5097,1626,227,1807,1827,2305,906,1128,1148,115,1284,3318,3338,65151,120504,59664,0
16397,16034,14056,22855,15137,14708,17379,36798,20401,20764,22742,13943,982,1345,3323,5476,1689,1326,652,8147,1260,897,1081,7718,32431,84022,36911,0
84334,80785,83338,105739,84575,81303,77785,152956,68622,72171,69618,47217,6549,3000,5553,27954,3031,518,2035,24436,241,3790,1237,21164,165119,396619,189077,0
179827,157271,159195,208442,162928,165910,152123,145599,34228,11672,13596,62843,27704,5148,7072,56319,13917,8639,6715,42532,16899,5657,3733,45514,337098,626560,367637,0
40967,42872,41084,40709,39896,41992,40981,45480,4513,2608,4396,4771,14,1891,103,272,1025,880,908,1283,1071,2976,1188,813,83839,168349,81793,0
38125,43215,39237,32950,43654,41510,47138,35929,2196,7286,3308,2979,9013,3923,7901,14188,3385,1705,2273,8560,5529,439,4417,10704,81340,168231,72187,0
114260,90021,93773,145470,96783,100566,91534,117395,3135,27374,23622,28075,22726,1513,2239,53936,13694,10545,6793,44904,17477,6762,3010,48687,204281,406278,239243,0
62572,61529,59765,56622,64869,65288,72735,80814,18242,19285,21049,24192,10163,11206,12970,16113,2716,3759,5523,8666,2297,3340,5104,8247,124101,283706,116387,0
35930,42767,37563,75850,39897,42257,44462,66640,30710,23873,29077,9210,8532,1695,6899,31388,6327,510,4694,33593,3967,2870,2334,35953,78697,193256,113413,0
92156,92019,92662,77317,100659,96760,103335,71908,20248,20111,20754,5409,11179,11316,10673,26018,4604,4741,4098,19443,8503,8640,7997,23342,184175,372662,169979,0
87990,84634,84289,89699,89983,91300,81614,140629,52639,55995,56340,50930,6376,3020,2675,8085,3310,6666,7011,1601,1993,5349,5694,284,172624,403526,173988,0
36163,30970,30638,36753,29329,29682,29045,47040,10877,16070,16402,10287,7118,1925,1593,7708,6481,1288,956,7071,6834,1641,1309,7424,67133,135096,67391,0
21287,22695,17994,14673,22761,19691,21475,4820,16467,17875,13174,9853,188,1220,3481,6802,1596,3004,1697,5018,1474,66,4767,8088,43982,68747,32667,0
116957,104071,116885,143870,114618,115243,105928,150593,33636,46522,33708,6723,11029,1857,10957,37942,1714,11172,1642,28627,2339,10547,2267,29252,221028,486382,260755,0
25828,26741,23210,25379,25200,23258,25717,56446,30618,29705,33236,31067,111,1024,2507,338,2570,3483,48,2121,628,1541,1990,179,52569,130621,48589,0
69068,67989,70292,77992,69794,69696,73981,86241,17173,18252,15949,8249,4913,5992,3689,4011,628,1707,596,8296,726,1805,498,8198,137057,299712,148284,0
4570,4716,4086,2042,4838,4450,4828,964,3606,3752,3122,1078,258,112,742,2786,120,266,364,2408,268,122,752,2796,9286,15080,6128,0
106613,87329,88149,121158,91462,97310,88195,78490,28123,8839,9659,42668,18418,866,46,32963,9303,9981,9161,23848,15151,4133,3313,29696,193942,355457,209307,0
10975,11394,11479,6837,11306,11436,12013,15391,4416,3997,3912,8554,1038,619,534,5176,461,42,43,4599,331,88,173,4469,22369,50146,18316,0
140107,146596,141789,131151,162175,157954,164257,159863,19756,13267,18074,28712,24150,17661,22468,33106,17847,11358,16165,26803,22068,15579,20386,31024,286703,644249,272940,0
76777,68939,63313,44973,71981,72147,74748,138724,61947,69785,75411,93751,2029,5809,11435,29775,4630,3208,8834,27174,4796,3042,8668,27008,145716,357600,108286,0
112386,108917,103069,92071,113778,99664,107264,106451,5935,2466,3382,14380,5122,1653,4195,15193,12722,9253,3405,7593,1392,4861,10709,21707,221303,427157,195140,0
84382,77325,75143,81822,80868,81070,84235,103303,18921,25978,28160,21481,147,6910,9092,2413,3312,3745,5927,752,3514,3543,5725,954,161707,349476,156965,0
79930,85032,77127,68906,88533,83741,90926,89025,9095,3993,11898,20119,10996,5894,13799,22020,3811,1291,6614,14835,8603,3501,11406,19627,164962,352225,146033,0
111980,104159,93778,134825,96590,98666,100416,146644,34664,42485,52866,11819,11564,3743,6638,34409,13314,5493,4888,36159,15390,7569,2812,38235,216139,442316,228603,0
97341,86741,84239,78075,89597,93440,83940,91410,5931,4669,7171,13335,13401,2801,299,5865,3901,6699,9201,15365,7744,2856,5358,11522,184082,358387,162314,0
103847,100460,97382,97185,107776,100591,107840,117830,13983,17370,20448,20645,3993,7380,10458,10655,3256,131,3209,3406,3929,7316,10394,10591,204307,434037,194567,0
153938,134283,124278,133824,140590,143631,133295,96957,56981,37326,27321,36867,20643,988,9017,529,10307,9348,19353,9807,13348,6307,16312,6766,288221,514473,258102,0
10486,9491,8662,10673,14272,12854,14947,7370,3116,2121,1292,3303,4461,5456,6285,4274,2368,3363,4192,2181,3786,4781,5610,3599,19977,49443,19335,0
58177,51134,46565,70880,48095,54995,50826,46272,11905,4862,293,24608,7351,308,4261,20054,3182,3861,8430,15885,10082,3039,1530,22785,109311,200188,117445,0
60368,56861,56593,38545,59752,59797,57867,40987,19381,15874,15606,2442,2501,1006,1274,19322,571,2936,3204,21252,616,2891,3159,21207,117229,218403,95138,0
137416,127497,125903,152292,132729,124696,121713,133876,3540,6379,7973,18416,15703,5784,4190,30579,12720,2801,1207,27596,4687,5232,6826,19563,264913,513014,278195,0
143693,121399,137034,117619,127353,132199,114315,236922,93229,115523,99888,119303,29378,7084,22719,3304,11494,10800,4835,14580,16340,5954,9681,9734,265092,610789,254653,0
118827,115085,116714,112951,122500,119339,127144,151280,32453,36195,34566,38329,8317,12059,10430,14193,512,4254,2625,6388,3673,7415,5786,9549,233912,520263,229665,0
73937,72978,67764,49691,71627,68036,72020,34220,39717,38758,33544,15471,1917,958,4256,22329,5901,4942,272,18345,2310,1351,3863,21936,146915,245903,117455,0
50013,37103,45516,51866,49706,46106,39653,63767,13754,26664,18251,11901,10360,2550,5863,12213,3907,9003,590,5760,307,12603,4190,2160,87116,199232,97382,0
79311,73852,63990,121248,67431,68090,61342,124746,45435,50894,60756,3498,17969,12510,2648,59906,11221,5762,4100,53158,11880,6421,3441,53817,153163,321609,185238,0
73047,73645,77307,58973,77491,76995,79862,54577,18470,19068,22730,4396,6815,6217,2555,20889,3948,3350,312,18022,4444,3846,184,18518,146692,288925,136280,0
214773,178411,180301,190559,189560,194587,194301,208585,6188,30174,28284,18026,20472,15890,14000,3742,20186,16176,14286,4028,25213,11149,9259,999,393184,787033,370860,0
47477,45768,46204,48989,50112,50747,54726,41472,6005,4296,4732,7517,7249,8958,8522,5737,3270,4979,4543,1758,2635,4344,3908,1123,93245,197057,95193,0
81413,78915,72786,91586,75922,75102,72675,115949,34536,37034,43163,24363,8738,6240,111,18911,6311,3813,2316,16484,5491,2993,3136,15664,160328,339648,164372,0
125970,125638,122760,120285,118946,123040,123605,164374,38404,38736,41614,44089,2365,2033,845,3320,2930,2598,280,2755,7024,6692,3814,1339,251608,529965,243045,0
128036,125404,126930,149222,124094,128472,125402,163647,35611,38243,36717,14425,2634,2,1528,23820,436,3068,1542,20750,3942,1310,2836,25128,253440,541615,276152,0
175193,171449,164158,187463,172835,171306,163888,198455,23262,27006,34297,10992,11305,7561,270,23575,3887,143,7148,16157,2358,1386,8677,14628,346642,706484,351621,0
121725,120103,108414,132604,115082,112712,108163,113833,7892,6270,5419,18771,13562,11940,251,24441,9013,7391,4298,19892,6643,5021,6668,17522,241828,449790,241018,0
165868,131663,144321,240795,148588,153228,154125,213738,47870,82075,69417,27057,11743,22462,9804,86670,12640,21565,8907,87567,17280,16925,4267,92207,297531,669679,385116,0
148950,131854,127484,183541,133815,129573,123375,220794,71844,88940,93310,37253,25575,8479,4109,60166,19377,2281,2089,53968,15135,1961,6331,49726,280804,607557,311025,0
14821,15700,15746,12143,15010,13368,16209,21344,6523,5644,5598,9201,1388,509,463,4066,1453,2332,2378,1225,189,690,736,2867,30521,65931,27889,0
156459,150098,150247,190972,150585,159848,147991,152712,3747,2614,2465,38260,8468,2107,2256,42981,3389,9750,9601,31124,5874,487,338,40387,306557,611136,341219,0
27971,26858,25501,23114,26456,23905,28816,34267,6296,7409,8766,11153,845,1958,3315,5702,4066,2953,1596,791,1515,402,955,3342,54829,113444,48615,0
9502,7103,10028,18383,10935,9616,10176,17692,8190,10589,7664,691,674,3073,148,8207,114,2513,412,8767,1433,3832,907,7448,16605,48419,28411,0
29948,30562,23554,40862,29642,28631,29661,53178,23230,22616,29624,12316,287,901,6107,11201,1317,1931,5077,12231,306,920,6088,11220,60510,141112,64416,0
69573,68890,79506,32464,81736,76015,82238,153275,83702,84385,73769,120811,12665,13348,2732,49774,6442,7125,3491,43551,12163,12846,2230,49272,138463,393264,111970,0
128737,118435,120495,99288,136602,123069,147994,150809,22072,32374,30314,51521,19257,29559,27499,48706,5668,4634,2574,23781,7865,18167,16107,37314,247172,558474,219783,0
94206,94601,92199,60939,98624,94977,98654,85863,8343,8738,6336,24924,4448,4053,6455,37715,771,376,2778,34038,4418,4023,6425,37685,188807,378118,153138,0
27802,24894,24746,17332,27654,24214,27828,35441,7639,10547,10695,18109,26,2934,3082,10496,3588,680,532,6882,148,2760,2908,10322,52696,115137,42078,0
68715,65900,58606,43901,72594,72178,73470,77262,8547,11362,18656,33361,4755,7570,14864,29569,3463,6278,13572,28277,3879,6694,13988,28693,134615,295504,102507,0
45606,45137,45855,70000,45988,45047,43296,61891,16285,16754,16036,8109,2310,1841,2559,26704,559,90,808,24953,382,851,133,24012,90743,196222,115855,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
38440,36716,38995,32141,39499,37114,35422,20542,17898,16174,18453,11599,3018,1294,3573,3281,1326,398,1881,4973,1059,2783,504,7358,75156,132577,71136,0
116066,106914,91220,98369,107122,104987,105242,76994,39072,29920,14226,21375,10824,1672,14022,6873,11079,1927,13767,6618,8944,208,15902,8753,222980,394345,189589,0
62260,69885,63023,56611,63429,66720,66392,75479,13219,5594,12456,18868,4132,3493,3369,9781,4460,3165,3697,10109,1169,6456,406,6818,132145,272020,119634,0
206950,171266,155438,147087,173309,169123,167851,224860,17910,53594,69422,77773,39099,3415,12413,20764,37827,2143,13685,22036,33641,2043,17871,26222,378216,735143,302525,0
22985,25796,25165,23881,25991,25262,26495,18450,4535,7346,6715,5431,3510,699,1330,2614,2277,534,97,1381,3006,195,826,2110,48781,96198,49046,0
140977,148212,139815,103618,149105,146031,142227,141045,68,7167,1230,37427,1250,5985,2412,38609,5054,2181,6216,42413,8128,893,9290,45487,289189,578408,243433,0
116334,121437,106309,163095,122559,109509,111063,165848,49514,44411,59539,2753,5271,10374,4754,52032,6825,11928,3200,53586,6225,1122,16250,40536,237771,508979,269404,0
162816,175027,162105,202638,180681,177644,172765,262715,99899,87688,100610,60077,9949,2262,10660,29873,14828,2617,15539,24994,17865,5654,18576,21957,337843,793805,364743,0
79374,84507,79185,89290,82484,81732,84366,70105,9269,14402,9080,19185,4992,141,5181,4924,2358,2775,2547,7558,3110,2023,3299,6806,163881,318687,168475,0
46458,48583,46545,42880,51781,50108,50513,72908,26450,24325,26363,30028,4055,1930,3968,7633,3650,1525,3563,7228,5323,3198,5236,8901,95041,225310,89425,0
72692,63887,65833,79156,66920,66832,62302,101245,28553,37358,35412,22089,10390,1585,3531,16854,5860,2945,999,12324,5772,3033,1087,12236,136579,297299,144989,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
179247,162635,150574,189744,166332,166597,179893,217841,38594,55206,67267,28097,646,17258,29319,9851,12650,3962,16023,23147,12915,3697,15758,23412,341882,730663,340318,0
65577,66113,65868,79390,69659,69801,65645,92832,27255,26719,26964,13442,68,468,223,13745,4224,3688,3933,9589,4082,3546,3791,9731,131690,297937,145258,0
93579,90891,88711,106316,94051,91483,91785,118030,24451,27139,29319,11714,1794,894,3074,14531,2096,592,2772,14833,472,3160,5340,12265,184470,395349,195027,0
36240,36809,31287,36270,38300,36246,33535,50905,14665,14096,19618,14635,2705,3274,2248,2735,6,563,4959,24,2060,1491,7013,2030,73049,158986,67557,0
248082,224359,214392,212992,241787,247886,213199,278897,30815,54538,64505,65905,34883,11160,1193,207,196,23527,33494,34894,6295,17428,27395,28795,472441,981769,427384,0
88900,80291,74063,78752,84143,83754,83402,125309,36409,45018,51246,46557,5498,3111,9339,4650,5146,3463,9691,5002,4757,3852,10080,5391,169191,376608,152815,0
56848,60624,54900,72046,56188,54427,57071,89507,32659,28883,34607,17461,223,3553,2171,14975,2421,6197,473,17619,660,4436,1288,15858,117472,257193,126946,0
113503,112152,106680,146536,108100,99605,104863,145893,32390,33741,39213,643,8640,7289,1817,41673,13898,12547,7075,46931,5403,4052,1420,38436,225655,458461,253216,0
62040,49987,52004,83177,57094,53961,54502,70657,8617,20670,18653,12520,7538,4515,2498,28675,8079,3974,1957,29216,4946,7107,5090,26083,112027,236214,135181,0
70170,65019,63151,65438,72128,71711,71981,54352,15818,10667,8799,11086,1811,6962,8830,6543,1541,6692,8560,6273,1958,7109,8977,6690,135189,270172,128589,0
27361,28720,23053,14430,29016,28877,29610,17613,9748,11107,5440,3183,2249,890,6557,15180,1516,157,5824,14447,1655,296,5963,14586,56081,105116,37483,0
37489,34776,29438,26240,36553,35140,31537,31301,6188,3475,1863,5061,5952,3239,2099,5297,2349,364,5702,8900,936,1777,7115,10313,72265,134531,55678,0
39465,41406,37626,60331,41864,37133,37915,36948,2517,4458,678,23383,1550,3491,289,22416,2332,4273,493,23198,2399,458,4238,18467,80871,153860,97957,0
157819,134952,131919,219412,148828,141138,148925,189225,31406,54273,57306,30187,8894,13973,17006,70487,16681,6186,9219,78274,8991,13876,16909,70584,292771,628116,351331,0
122455,112468,115721,113719,117392,115143,115222,135331,12876,22863,19610,21612,7233,2754,499,1503,7312,2675,578,1424,5063,4924,1671,3673,234923,483088,229440,0
76589,73013,72345,73996,76804,81275,81087,122490,45901,49477,50145,48494,4498,8074,8742,7091,4686,8262,8930,7279,215,3791,4459,2808,149602,361656,146341,0
119836,111685,83103,95290,105747,102707,93109,97561,22275,14124,14458,2271,26727,18576,10006,2181,17129,8978,19604,7417,14089,5938,22644,10457,231521,399124,178393,0
147257,137072,133700,158993,145653,147734,145986,168585,21328,31513,34885,9592,1271,8914,12286,13007,477,10662,14034,11259,1604,8581,11953,13340,284329,607958,292693,0
186954,190740,168157,209956,181349,168952,172784,235694,48740,44954,67537,25738,14170,17956,4627,37172,18002,21788,795,41004,5605,9391,13192,28607,377694,758779,378113,0
58505,51886,44944,33080,48975,50008,41286,26658,31847,25228,18286,6422,17219,10600,3658,8206,8497,1878,5064,16928,9530,2911,4031,15895,110391,166927,78024,0
32789,33660,30633,29582,36850,36805,38053,19026,13763,14634,11607,10556,5264,4393,7420,8471,4016,3145,6172,7223,4061,3190,6217,7268,66449,130734,60215,0
27606,24345,21146,16267,19492,20326,17702,31935,4329,7590,10789,15668,9904,6643,3444,1435,7280,4019,820,4059,8114,4853,1654,3225,51951,89455,37413,0
59446,72530,65289,68965,66664,64699,66440,90580,31134,18050,25291,21615,6994,6090,1151,2525,5253,7831,590,4266,7218,5866,1375,2301,131976,288383,134254,0
44180,48763,46431,35172,48631,39250,46373,45486,1306,3277,945,10314,2193,2390,58,11201,4930,9513,7181,4078,4451,132,2200,13459,92943,179740,81603,0
119336,122858,108015,106084,120095,114212,111304,127428,8092,4570,19413,21344,8032,11554,3289,5220,5124,8646,6197,8128,759,2763,12080,14011,242194,473039,214099,0
36994,35875,34489,39979,35284,34966,36239,51881,14887,16006,17392,11902,755,364,1750,3740,2028,909,477,5013,1710,591,795,4695,72869,158370,74468,0
103387,98650,97745,98719,100170,106604,98304,136140,32753,37490,38395,37421,5083,346,559,415,3217,7954,8859,7885,3217,1520,2425,1451,202037,441218,196464,0
84776,101375,97383,76444,122100,117580,108887,97664,12888,3711,281,21220,24111,7512,11504,32443,32804,16205,20197,41136,37324,20725,24717,45656,186151,446231,173827,0
38165,42455,38873,37030,41424,41080,43726,49976,11811,7521,11103,12946,5561,1271,4853,6696,2915,1375,2207,4050,3259,1031,2551,4394,80620,176206,75903,0
148036,141513,127511,159787,120835,135155,126162,233694,85658,92181,106183,73907,21874,15351,1349,33625,12881,6358,7644,24632,27201,20678,6676,38952,289549,615846,287298,0
135062,117294,119906,151538,113001,113954,108245,164342,29280,47048,44436,12804,26817,9049,11661,43293,21108,3340,5952,37584,22061,4293,6905,38537,252356,499542,271444,0
62600,54070,56849,70954,53770,60984,55019,49357,13243,4713,7492,21597,7581,949,1830,15935,1616,6914,4135,9970,8830,300,3079,17184,116670,219130,127803,0
50013,51099,49171,37957,50524,50414,55147,72502,22489,21403,23331,34545,5134,4048,5976,17190,401,685,1243,12457,511,575,1353,12567,101112,228587,87128,0
84152,82166,78212,98445,80719,81610,70569,70052,14100,12114,8160,28393,13583,11597,7643,27876,2542,556,3398,16835,3433,1447,2507,17726,166318,302950,176657,0
71859,72607,69356,92337,75091,73007,72444,133175,61316,60568,63819,40838,585,163,3088,19893,1148,400,3651,19330,3232,2484,5735,17246,144466,353717,161693,0
141982,151240,135952,161866,145964,142191,143455,199048,57066,47808,63096,37182,1473,7785,7503,18411,209,9049,6239,19675,3982,5276,10012,15902,293222,630658,297818,0
125316,117447,111127,218939,117922,116258,117933,197958,72642,80511,86831,20981,7383,486,6806,101006,9058,1189,5131,102681,7394,475,6795,101017,242763,550071,330066,0
68137,64080,66246,93495,66579,66490,61880,71418,3281,7338,5172,22077,6257,2200,4366,31615,1647,2410,244,27005,1558,2499,333,26916,132217,266367,159741,0
107503,110104,102457,124188,114479,107723,106627,130911,23408,20807,28454,6723,876,3477,4170,17561,220,2381,5266,16465,6976,4375,12022,9709,217607,459740,226645,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
14578,16378,11265,12483,10959,9736,11016,17036,2458,658,5771,4553,3562,5362,249,1467,4842,6642,1529,2747,3619,5419,306,1524,30956,48747,23748,0
161821,158941,154131,170617,148528,153579,147193,209220,47399,50279,55089,38603,14628,11748,6938,23424,8242,5362,552,17038,13293,10413,5603,22089,320762,658520,324748,0
26852,32646,26695,18765,32008,31960,31992,68436,41584,35790,41741,49671,5140,654,5297,13227,5108,686,5265,13195,5156,638,5313,13243,59498,164396,45460,0
9686,8723,9752,5142,10442,10022,11029,4311,5375,4412,5441,831,1343,2306,1277,5887,336,1299,270,4880,756,1719,690,5300,18409,35804,14894,0
170128,172176,165620,292094,157955,169684,157922,178718,8590,6542,13098,113376,12206,14254,7698,134172,444,2492,4064,122410,12173,14221,7665,134139,342304,664279,457714,0
117983,99174,124293,144437,120358,118048,117391,130179,12196,31005,5886,14258,592,18217,6902,27046,65,18874,6245,26389,2375,21184,3935,24079,217157,485976,268730,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
59071,63040,58308,70001,59313,54489,58656,46016,13055,17024,12292,23985,415,4384,348,11345,4582,8551,3819,15512,242,3727,1005,10688,122111,218474,128309,0
