Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
86,104,110,70,133,125,98,55,31,49,55,15,12,6,12,28,39,21,15,55,47,29,23,63,190,411,180,0
20710,20154,18768,47560,22421,22492,23760,33977,13267,13823,15209,13583,3050,3606,4992,23800,1782,2338,3724,25068,1711,2267,3653,25139,40864,102650,66328,0
45302,51826,45382,63003,53696,48630,49692,81124,35822,29298,35742,18121,4390,2134,4310,13311,3328,3196,3248,14373,8394,1870,8314,9307,97128,233142,108385,0
32732,29368,36157,21218,38242,37599,41059,35786,3054,6418,371,14568,8327,11691,4902,19841,4867,8231,1442,16381,5510,8874,2085,17024,62100,152686,57375,0
73894,62729,70291,62644,71584,73510,69550,94010,20116,31281,23719,31366,4344,6821,741,6906,384,10781,3219,10866,2310,8855,1293,8940,136623,308654,132935,0
79745,71284,61021,83214,68956,72389,70478,53432,26313,17852,7589,29782,9267,806,9457,12736,7356,1105,11368,10825,10789,2328,7935,14258,151029,265255,144235,0
94357,84876,78547,119391,84461,83445,73380,108903,14546,24027,30356,10488,20977,11496,5167,46011,10912,1431,4898,35946,9896,415,5914,34930,179233,350189,197938,0
37260,38371,35291,29141,33644,37135,32428,16425,20835,21946,18866,12716,4832,5943,2863,3287,125,1236,1844,7994,3616,4727,1647,4503,75631,119632,64432,0
34750,33666,32530,29503,35522,34768,36036,42860,8110,9194,10330,13357,1286,2370,3506,6533,18,1102,2238,5265,772,1856,2992,6019,68416,149186,62033,0
56796,51906,51117,32027,61131,59085,57447,70625,13829,18719,19508,38598,651,5541,6330,25420,2289,7179,7968,27058,4335,9225,10014,29104,108702,248288,83144,0
22107,20162,21254,42679,28085,28674,24786,53312,31205,33150,32058,10633,2679,4624,3532,17893,6567,8512,7420,14005,5978,7923,6831,14594,42269,134857,63933,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
13002,14005,12254,7263,14699,14383,15075,16140,3138,2135,3886,8877,2073,1070,2821,7812,1381,378,2129,7120,1697,694,2445,7436,27007,60297,19517,0
96688,93350,90623,132137,90130,89951,88357,127504,30816,34154,36881,4633,8331,4993,2266,43780,6737,3399,672,42186,6558,3220,493,42007,190038,395942,222760,0
124318,124516,127932,135869,119620,122366,109937,231965,107647,107449,104033,96096,14381,14579,17995,25932,1952,2150,5566,13503,4698,4896,8312,16249,248834,583888,263801,0
2879,3012,2513,1825,2849,2584,2572,864,2015,2148,1649,961,307,440,59,747,295,428,71,759,30,163,336,1024,5891,8869,4338,0
42479,40671,41082,71468,45734,38739,42955,58864,16385,18193,17782,12604,476,2284,1873,28513,3740,1932,2343,32729,3255,5063,4652,25734,83150,186292,112550,0
130294,123426,113104,97619,125924,120375,122874,99985,30309,23441,13119,2366,7420,552,9770,25255,9919,3051,7271,22756,4370,2498,12820,28305,253720,469158,210723,0
53360,51539,52163,35332,53239,54726,50271,40075,13285,11464,12088,4743,3089,1268,1892,14939,1366,3187,2563,19394,121,1700,1076,17907,104899,198311,87495,0
14400,10222,14589,18233,14999,15190,14374,3077,11323,7145,11512,15156,26,4152,215,3859,790,4968,601,3043,599,4777,410,3234,24622,47640,32822,0
64626,70994,68387,51828,72587,69635,71994,80297,15671,9303,11910,28469,7368,1000,3607,20166,5009,1359,1248,17807,7961,1593,4200,20759,135620,294513,120215,0
48976,48786,49743,69591,48622,48856,51984,29101,19875,19685,20642,40490,3008,3198,2241,17607,120,70,887,20735,354,164,1121,20969,97762,178563,119334,0
155694,116801,155727,153374,134129,140017,139825,201507,45813,84706,45780,48133,15869,23024,15902,13549,15677,23216,15710,13357,21565,17328,21598,19245,272495,615478,309101,0
28254,30580,24721,37680,27618,31351,26795,11986,16268,18594,12735,25694,1459,3785,2074,10885,3097,771,6630,6329,636,2962,2897,10062,58834,97750,62401,0
13354,14166,14114,8506,13057,13821,13293,3736,9618,10430,10378,4770,61,873,821,4787,467,345,293,5315,297,1109,1057,4551,27520,43907,22620,0
2785,3050,2632,1214,3064,2774,2927,641,2144,2409,1991,573,142,123,295,1713,11,276,142,1560,279,14,432,1850,5835,9406,3846,0
157985,149259,144548,173862,150071,146423,140884,195812,37827,46553,51264,21950,17101,8375,3664,32978,11562,2836,1875,27439,7914,812,5523,23791,307244,633190,318410,0
78344,69428,72549,76409,71609,74137,73840,77813,531,8385,5264,1404,4504,4412,1291,2569,4207,4709,1588,2272,6735,2181,940,4800,147772,297399,148958,0
20999,19266,17537,12572,19291,19240,18056,6309,14690,12957,11228,6263,2943,1210,519,5484,1759,26,1703,6668,1708,25,1754,6719,40265,62896,30109,0
82672,80384,88860,88966,93616,86427,90867,94928,12256,14544,6068,5962,8195,10483,2007,1901,3755,6043,2433,2539,10944,13232,4756,4650,163056,365838,177826,0
34250,32036,29728,18040,31299,32408,32167,28008,6242,4028,1720,9968,2083,131,2439,14127,1842,372,2680,14368,2951,737,1571,13259,66286,123882,47768,0
30645,28155,26616,27337,29879,28057,31556,32471,1826,4316,5855,5134,911,3401,4940,4219,2588,98,1441,720,766,1724,3263,2542,58800,121963,53953,0
44221,33624,36677,22857,38513,40607,35928,33516,10705,108,3161,10659,8293,2304,749,13071,3614,6983,3930,17750,5708,4889,1836,15656,77845,148564,59534,0
17979,15092,15740,17226,16396,16597,17484,24714,6735,9622,8974,7488,495,2392,1744,258,1382,1505,857,629,1583,1304,656,830,33071,75191,32966,0
34333,34545,33358,25210,40963,40324,40269,31557,2776,2988,1801,6347,5936,5724,6911,15059,5991,5779,6966,15114,6630,6418,7605,15753,68878,153113,58568,0
71617,73125,65562,99960,71519,71917,68455,97649,26032,24524,32087,2311,3162,4670,2893,31505,300,1208,6355,28043,98,1606,5957,28441,144742,309540,165522,0
182494,164184,159355,142163,162581,173247,169893,136096,46398,28088,23259,6067,12601,5709,10538,27730,9247,9063,13892,31084,19913,1603,3226,20418,346678,641817,301518,0
76862,72434,79933,139661,81074,78322,84103,108498,31636,36064,28565,31163,7241,11669,4170,55558,1460,5888,1611,61339,4212,8640,1141,58587,149296,351997,219594,0
28494,29965,30021,54989,28571,28754,30927,53939,25445,23974,23918,1050,2433,962,906,24062,260,1211,1267,26235,77,1394,1450,26418,58459,142191,85010,0
15213,12465,11023,24389,10125,12480,9099,18763,3550,6298,7740,5626,6114,3366,1924,15290,2733,15,1457,11909,5088,2340,898,14264,27678,50467,35412,0
79493,77064,81562,58470,78724,79185,75708,73180,6313,3884,8382,14710,3785,1356,5854,17238,308,2121,2377,20715,769,1660,2838,20254,156557,306797,140032,0
70939,75393,73538,94720,74865,74430,71071,74268,3329,1125,730,20452,132,4322,2467,23649,3491,963,892,20290,3926,528,1327,19855,146332,294634,168258,0
85129,82054,86636,110887,80791,79184,84262,114345,29216,32291,27709,3458,867,2208,2374,26625,5945,2870,7452,31703,4338,1263,5845,30096,167183,358582,197523,0
83273,79910,70720,77230,72116,78606,73489,107561,24288,27651,36841,30331,9784,6421,2769,3741,4667,1304,7886,1376,11157,7794,1396,5114,163183,331772,147950,0
133197,131004,126251,175297,126386,129670,124041,269299,136102,138295,143048,94002,9156,6963,2210,51256,3527,1334,3419,45627,6811,4618,135,48911,264201,649396,301548,0
116583,115440,101534,109228,108195,111905,105951,96865,19718,18575,4669,12363,10632,9489,4417,3277,4678,3535,10371,2677,8388,7245,6661,1033,232023,422916,210762,0
99364,102309,101229,114208,102909,99186,104129,156039,56675,53730,54810,41831,4765,1820,2900,10079,178,3123,2043,15022,3545,600,1680,11299,201673,462263,215437,0
77533,81104,81847,71101,82307,79220,86888,107499,29966,26395,25652,36398,9355,5784,5041,15787,1687,1884,2627,8119,4774,1203,460,11206,158637,355914,152948,0
86338,85455,86888,96716,92066,91514,90219,147386,61048,61931,60498,50670,3881,4764,3331,6497,5176,6059,4626,5202,5728,6611,5178,4650,171793,421185,183604,0
743,585,559,779,642,555,714,635,108,50,76,144,29,129,155,65,188,30,4,224,101,57,83,137,1328,2546,1338,0
90659,89199,83091,126472,87915,91517,88201,117774,27115,28575,34683,8698,2458,998,5110,38271,858,2318,8426,34955,2744,1284,4824,38557,179858,385407,209563,0
62565,52356,57745,64985,63264,51538,60199,52473,10092,117,5272,12512,2366,7843,2454,4786,11027,818,6207,13447,699,10908,5519,1721,114921,227474,122730,0
1250,1600,1302,901,2151,2416,2547,10681,9431,9081,9379,9780,1297,947,1245,1646,1166,816,1114,1515,901,551,849,1250,2850,17795,2203,0
42383,41256,39973,55993,42617,40665,41559,34984,7399,6272,4989,21009,824,303,1586,14434,1718,591,692,15328,234,1361,2644,13376,83639,159825,95966,0
6870,7178,8533,12873,7608,7502,6952,2655,4215,4523,5878,10218,82,226,1581,5921,632,324,1031,5371,738,430,925,5265,14048,24717,21406,0
103883,97541,103036,128558,100203,102279,100172,97748,6135,207,5288,30810,3711,2631,2864,28386,1604,4738,757,26279,3680,2662,2833,28355,201424,400402,231594,0
183608,189440,179674,183516,200673,194210,191626,176776,6832,12664,2898,6740,8018,2186,11952,8110,10602,4770,14536,10694,17065,11233,20999,17157,373048,763285,363190,0
169332,150392,158416,149918,166230,160697,171031,172405,3073,22013,13989,22487,1699,20639,12615,21113,8635,10305,2281,10779,3102,15838,7814,16312,319724,670363,308334,0
98326,91340,85389,111379,93223,90508,91200,55366,42960,35974,30023,56013,7126,140,5811,20179,7818,832,5119,20871,5103,1883,7834,18156,189666,330297,196768,0
89403,63820,72886,61801,75612,81920,87734,124665,35262,60845,51779,62864,1669,23914,14848,25933,7483,18100,9034,20119,13791,11792,2726,13811,153223,369931,134687,0
71759,69402,70353,96403,70646,69805,69962,137484,65725,68082,67131,41081,1797,560,391,26441,1954,403,548,26598,1113,1244,293,25757,141161,347897,166756,0
19539,21606,16163,19167,21613,20503,22291,12524,7015,9082,3639,6643,2752,685,6128,3124,964,1103,4340,1336,2074,7,5450,2446,41145,76931,35330,0
86406,76098,69775,85232,80900,76078,85168,96193,9787,20095,26418,10961,1238,9070,15393,64,10328,20,6303,9154,5506,4802,11125,4332,162504,338339,155007,0
112922,104441,97161,108010,107223,105164,104837,75239,37683,29202,21922,32771,8085,396,7676,3173,7758,723,8003,2846,5699,2782,10062,787,217363,392463,205171,0
105578,98414,96976,74857,108975,105985,110065,99901,5677,1487,2925,25044,4487,11651,13089,35208,407,7571,9009,31128,3397,10561,11999,34118,203992,424926,171833,0
152730,159403,136776,197974,150277,142434,139457,155523,2793,3880,18747,42451,13273,19946,2681,58517,10296,16969,5658,55540,2453,9126,13501,47697,312133,587691,334750,0
83496,76174,76902,98535,78139,72991,79350,97667,14171,21493,20765,868,4146,3176,2448,19185,10505,3183,3911,25544,5357,1965,1237,20396,159670,328147,175437,0
896,1093,1052,502,1378,1188,1249,446,450,647,606,56,353,156,197,747,292,95,136,686,482,285,326,876,1989,4261,1554,0
47440,43774,42604,49207,48954,46495,47436,19619,27821,24155,22985,29588,4,3662,4832,1771,945,2721,3891,2712,1514,5180,6350,253,91214,162504,91811,0
93240,87574,80216,89141,86162,85690,86835,99769,6529,12195,19553,10628,6405,739,6619,2306,7550,1884,5474,3451,7078,1412,5946,2979,180814,358456,169357,0
88310,84686,88005,118781,92634,91050,95184,126518,38208,41832,38513,7737,6874,10498,7179,23597,2740,6364,3045,27731,4324,7948,4629,26147,172996,405386,206786,0
96098,92260,87075,107343,95491,89870,90958,84164,11934,8096,2911,23179,5140,1302,3883,16385,6228,2390,2795,17473,607,3231,8416,11852,188358,360483,194418,0
108269,110067,86763,122301,104036,92714,90675,122574,14305,12507,35811,273,17594,19392,3912,31626,15555,17353,5951,29587,4233,6031,17273,18265,218336,409999,209064,0
83019,79407,84311,71175,96607,90752,97806,126389,43370,46982,42078,55214,14787,18399,13495,26631,7733,11345,6441,19577,13588,17200,12296,25432,162426,411554,155486,0
32411,31178,29930,39839,32395,32189,31672,35791,3380,4613,5861,4048,739,494,1742,8167,222,1011,2259,7650,16,1217,2465,7444,63589,132047,69769,0
33020,30965,33384,26796,34488,34480,36566,50538,17518,19573,17154,23742,3546,5601,3182,9770,1460,3515,1096,7684,1468,3523,1104,7692,63985,156072,60180,0
108731,102927,106170,118648,106878,108493,104367,137672,28941,34745,31502,19024,4364,1440,1803,14281,238,5566,2323,10155,1853,3951,708,11770,211658,457410,224818,0
219,308,296,292,264,221,173,330,111,22,34,38,46,135,123,119,2,87,75,71,45,44,32,28,527,988,588,0
76663,80756,77086,107587,80576,82444,81069,84615,7952,3859,7529,22972,4406,313,3983,26518,5781,1688,5358,25143,3913,180,3490,27011,157419,328704,184673,0
127014,133553,125130,126556,138363,133949,135504,115943,11071,17610,9187,10613,8490,1951,10374,8948,6935,396,8819,7393,11349,4810,13233,11807,260567,523759,251686,0
88881,93611,84353,92021,86592,93525,92013,96894,8013,3283,12541,4873,3132,1598,7660,8,4644,86,9172,1504,2289,7019,2239,5429,182492,369024,176374,0
48814,38576,37911,57779,44889,44795,43795,59972,11158,21396,22061,2193,5019,5219,5884,13984,4019,6219,6884,12984,3925,6313,6978,12890,87390,193451,95690,0
87864,83407,79546,57970,81683,84683,79381,64237,23627,19170,15309,6267,8483,4026,165,21411,3181,1276,5137,26713,6181,1724,2137,23713,171271,309984,137516,0
66943,64298,65845,87513,69326,68263,62917,101379,34436,37081,35534,13866,4026,1381,2928,24596,1320,3965,2418,19250,2383,5028,3481,18187,131241,301885,153358,0
105818,96837,99391,130300,107641,104937,107623,65838,39980,30999,33553,64462,1805,10786,8232,22677,881,8100,5546,25363,1823,10804,8250,22659,202655,386039,229691,0
15340,13213,10907,31129,12338,11669,11715,24625,9285,11412,13718,6504,3625,1498,808,19414,3671,1544,762,19460,3002,875,1431,18791,28553,60347,42036,0
183827,179559,163687,223148,181929,181318,166209,184693,866,5134,21006,38455,17618,13350,2522,56939,2509,1759,17631,41830,1898,2370,18242,41219,363386,714149,386835,0
81267,81578,71955,73404,88278,77655,89487,91360,10093,9782,19405,17956,8220,7909,17532,16083,3612,3923,5700,4251,7011,6700,16323,14874,162845,346780,145359,0
84673,85642,84647,57989,88956,86486,85836,39084,45589,46558,45563,18905,1163,194,1189,27847,1813,844,1839,28497,4283,3314,4309,30967,170315,300362,142636,0
48951,52344,48285,64234,46576,45298,45178,60429,11478,8085,12144,3805,3773,7166,3107,19056,3653,7046,2987,18936,2375,5768,1709,17658,101295,197481,112519,0
150642,143198,139187,160850,138346,143234,135676,125527,25115,17671,13660,35323,14966,7522,3511,25174,7408,36,4047,17616,12296,4852,841,22504,293840,542783,300037,0
78245,75816,76562,76510,79119,79623,76268,79893,1648,4077,3331,3383,1977,452,294,242,1378,3807,3061,3113,874,3303,2557,2609,154061,314903,153072,0
222243,176378,201886,241671,188210,201140,173219,322321,100078,145943,120435,80650,49024,3159,28667,68452,21103,24762,746,40531,34033,11832,13676,53461,398621,884890,443557,0
88753,88231,92490,116623,97163,96605,95315,136378,47625,48147,43888,19755,6562,7084,2825,21308,7852,8374,4115,20018,8410,8932,4673,19460,176984,425461,209113,0
50595,60575,46878,64911,49708,47074,50449,79953,29358,19378,33075,15042,146,10126,3571,14462,3521,13501,196,17837,887,10867,2830,15203,111170,227184,111789,0
70541,72457,65709,80568,74136,71496,69371,101879,31338,29422,36170,21311,1170,3086,3662,11197,955,961,5787,9072,3595,1679,8427,6432,142998,316882,146277,0
125707,109884,98191,133172,107015,105714,101662,200391,74684,90507,102200,67219,24045,8222,3471,31510,19993,4170,7523,27458,18692,2869,8824,26157,235591,514782,231363,0
54698,55410,55691,46712,53999,54296,55797,81684,26986,26274,25993,34972,1099,387,106,9085,402,1114,1395,7584,699,1411,1692,7287,110108,245776,102403,0
109840,100812,95261,111549,99215,98414,94591,138500,28660,37688,43239,26951,15249,6221,670,16958,11426,2398,3153,13135,10625,1597,3954,12334,210652,430720,206810,0
61711,69539,69230,62996,72425,65921,81048,65678,3967,3861,3552,2682,19337,11509,11818,18052,4210,3618,3309,2925,10714,2886,3195,9429,131250,285072,132226,0
25100,19965,22467,21101,21778,23470,22670,14865,10235,5100,7602,6236,2430,2705,203,1569,1630,3505,1003,2369,3322,1813,689,677,45065,82783,43568,0
88386,91730,87223,90651,89098,88422,90330,95102,6716,3372,7879,4451,1944,1400,3107,321,36,3308,1199,2229,712,2632,1875,1553,180116,362952,177874,0
84931,76676,70424,90796,73523,76059,76542,73803,11128,2873,3379,16993,8389,134,6118,14254,8872,617,5635,14737,11408,3153,3099,17273,161607,299927,161220,0
98683,86276,80785,92951,82980,77961,93816,104063,5380,17787,23278,11112,4867,7540,13031,865,20722,8315,2824,14990,15703,3296,2195,9971,184959,358820,173736,0
90503,89202,81173,88412,85628,89833,84607,82710,7793,6492,1537,5702,5896,4595,3434,3805,670,631,8660,1421,4875,3574,4455,2784,179705,342778,169585,0
86029,78452,80815,102652,82031,87031,87877,128060,42031,49608,47245,25408,1848,9425,7062,14775,1002,8579,6216,15621,3998,3579,1216,20621,164481,384999,183467,0
89884,85028,76899,92326,75792,84598,75876,79576,10308,5452,2677,12750,14008,9152,1023,16450,5286,430,7699,7728,14092,9236,1107,16534,174912,315842,169225,0
116188,110467,111647,110011,109729,117725,114677,100815,15373,9652,10832,9196,1511,4210,3030,4666,1537,7258,6078,7714,6459,738,1918,282,226655,442946,221658,0
161893,154492,144535,190880,156164,148072,157114,164351,2458,9859,19816,26529,4779,2622,12579,33766,13821,6420,3537,42808,5729,1672,11629,34716,316385,625701,335415,0
116971,119573,115539,144329,113842,116478,113474,201262,84291,81689,85723,56933,3497,6099,2065,30855,493,3095,939,27851,3129,5731,1697,30487,236544,545056,259868,0
160912,147959,135408,124482,151137,144584,142772,209926,49014,61967,74518,85444,18140,5187,7364,18290,16328,3375,9176,20102,9775,3178,15729,26655,308871,648419,259890,0
22140,17084,23595,25502,19958,20905,21513,46971,24831,29887,23376,21469,627,4429,2082,3989,1235,3821,2690,4597,2182,2874,3637,5544,39224,109347,49097,0
81691,74483,70657,101804,73882,74167,69198,115540,33849,41057,44883,13736,12493,5285,1459,32606,7524,316,3510,27637,7809,601,3225,27922,156174,332787,172461,0
27053,21788,23533,23947,21346,22536,21128,25117,1936,3329,1584,1170,5925,660,2405,2819,4517,748,997,1411,5707,442,2187,2601,48841,90127,47480,0
76784,78781,69858,75184,77321,75801,78918,95226,18442,16445,25368,20042,2134,137,9060,3734,983,2980,5943,617,537,1460,7463,2137,155565,327266,145042,0
50809,57060,51166,53297,54738,55738,57415,73470,22661,16410,22304,20173,6606,355,6249,4118,4929,1322,4572,2441,3929,2322,3572,1441,107869,241361,104463,0
3796,4629,3615,4543,4390,4949,4291,6876,3080,2247,3261,2333,495,338,676,252,1153,320,1334,406,594,239,775,153,8425,20506,8158,0
80106,88492,78508,133759,87569,86643,83896,136541,56435,48049,58033,2782,3790,4596,5388,49863,6537,1849,8135,47116,7463,923,9061,46190,168598,394649,212267,0
72407,73137,73866,79874,86357,83825,85344,98584,26177,25447,24718,18710,12937,12207,11478,5470,11418,10688,9959,3951,13950,13220,12491,6483,145544,354110,153740,0
117595,106839,110742,126859,103622,106256,103421,111406,6189,4567,664,15453,14174,3418,7321,23438,11339,583,4486,20603,13973,3217,7120,23237,224434,424705,237601,0
12407,13896,11729,10918,13843,13434,14564,4705,7702,9191,7024,6213,2157,668,2835,3646,1027,462,1705,2516,1436,53,2114,2925,26303,46546,22647,0
3047,3884,3675,1909,4929,4264,4382,2148,899,1736,1527,239,1335,498,707,2473,1217,380,589,2355,1882,1045,1254,3020,6931,15723,5584,0
35651,37995,32464,24981,37690,36896,35310,13882,21769,24113,18582,11099,341,2685,2846,10329,1245,1099,4432,11915,2039,305,5226,12709,73646,123778,57445,0
34568,41641,43993,46187,44849,46951,39799,53635,19067,11994,9642,7448,5231,1842,4194,6388,12383,5310,2958,764,10281,3208,856,1338,76209,185234,90180,0
129843,134967,121813,116661,138689,135949,135996,121974,7869,12993,161,5313,6153,1029,14183,19335,6106,982,14136,19288,8846,3722,16876,22028,264810,532608,238474,0
53060,56610,43680,75249,48688,47004,46278,90911,37851,34301,47231,15662,6782,10332,2598,28971,6056,9606,3324,28245,4372,7922,5008,26561,109670,232881,118929,0
85411,78325,79121,74607,81218,82645,87017,104443,19032,26118,25322,29836,1606,8692,7896,12410,2766,4320,3524,8038,4193,2893,2097,6611,163736,355323,153728,0
120398,108332,102192,96771,113269,114967,109525,69512,50886,38820,32680,27259,10873,1193,7333,12754,5431,6635,12775,18196,7129,4937,11077,16498,228730,407273,198963,0
111388,108783,104063,129857,107595,106941,119036,95500,15888,13283,8563,34357,7648,10253,14973,10821,4447,1842,2878,22916,3793,1188,3532,22262,220171,429072,233920,0
183078,167089,172709,268558,176406,175841,174961,274784,91706,107695,102075,6226,8117,7872,2252,93597,7237,8752,3132,92717,6672,9317,3697,92152,350167,801992,441267,0
70194,60594,55689,77559,63296,58706,65793,83037,12843,22443,27348,5478,4401,5199,10104,11766,11488,1888,3017,18853,6898,2702,7607,14263,130788,270832,133248,0
103638,96082,93875,114479,101499,101133,97768,125261,21623,29179,31386,10782,5870,1686,3893,16711,2505,5051,7258,13346,2139,5417,7624,12980,199720,425661,208354,0
10354,11205,10528,7358,13225,13329,14834,26680,16326,15475,16152,19322,4480,3629,4306,7476,2975,2124,2801,5971,2871,2020,2697,5867,21559,68068,17886,0
76290,68415,78832,87485,81211,78859,83387,90386,14096,21971,11554,2901,7097,14972,4555,4098,2569,10444,27,8626,4921,12796,2379,6274,144705,333843,166317,0
103743,94070,100554,96592,95870,99898,97820,97677,6066,3607,2877,1085,5923,3750,2734,1228,3845,5828,656,3306,7873,1800,4684,722,197813,391265,197146,0
75761,73313,66763,82289,65337,66442,75415,73690,2071,377,6927,8599,346,2102,8652,6874,9319,6871,321,15847,10424,7976,1426,16952,149074,280884,149052,0
33251,32911,30311,30226,40143,35855,39705,28732,4519,4179,1579,1494,6454,6794,9394,9479,2604,2944,5544,5629,6892,7232,9832,9917,66162,144435,60537,0
26155,24916,23783,22426,25876,26567,27320,27287,1132,2371,3504,4861,1165,2404,3537,4894,412,1651,2784,4141,279,960,2093,3450,51071,107050,46209,0
54773,58392,57645,48971,58611,61512,63168,65111,10338,6719,7466,16140,8395,4776,5523,14197,6739,3120,3867,12541,3838,219,966,9640,113165,248402,106616,0
112197,119114,126030,103471,126277,124472,127367,137869,25672,18755,11839,34398,15170,8253,1337,23896,12275,5358,1558,21001,14080,7163,247,22806,231311,515985,229501,0
69903,70281,69828,58946,71323,72037,70541,58873,11030,11408,10955,73,638,260,713,11595,2134,1756,2209,13091,1420,1042,1495,12377,140184,272774,128774,0
61185,54909,51448,61825,47292,53578,43164,75840,14655,20931,24392,14015,18021,11745,8284,18661,7607,1331,2130,8247,13893,7617,4156,14533,116094,219874,113273,0
44901,41260,42760,51969,44771,43045,41073,86367,41466,45107,43607,34398,3828,187,1687,10896,1856,1785,285,8924,130,3511,2011,7198,86161,215256,94729,0
9060,8337,9218,4673,9831,9520,10416,4032,5028,4305,5186,641,1356,2079,1198,5743,460,1183,302,4847,771,1494,613,5158,17397,33799,13891,0
94103,86105,79091,105840,84076,84757,76840,76577,17526,9528,2514,29263,17263,9265,2251,29000,9346,1348,5666,21083,10027,2029,4985,21764,180208,322250,184931,0
73960,72027,66552,86380,71412,73234,65869,57334,16626,14693,9218,29046,8091,6158,683,20511,726,1207,6682,13146,2548,615,4860,14968,145987,267849,152932,0
106591,113211,108662,113523,115052,112440,113929,167920,61329,54709,59258,54397,7338,718,5267,406,5849,771,3778,1083,8461,1841,6390,1529,219802,509341,222185,0
133719,141238,115491,142964,130307,124054,113762,140721,7002,517,25230,2243,19957,27476,1729,29202,9665,17184,8563,18910,3412,10931,14816,12657,274957,508844,258455,0
216683,194607,189482,190416,201428,206423,202012,227494,10811,32887,38012,37078,14671,7405,12530,11596,10260,11816,16941,16007,15255,6821,11946,11012,411290,837357,379898,0
80349,78525,76866,56759,85477,88101,87057,76454,3895,2071,412,19695,6708,8532,10191,30298,7752,9576,11235,31342,5128,6952,8611,28718,158874,337089,133625,0
113281,112755,113134,120357,125631,116859,119571,176131,62850,63376,62997,55774,6290,6816,6437,786,3578,4104,3725,3498,12350,12876,12497,5274,226036,538192,233491,0
181376,169954,146212,196532,167938,154632,151931,191185,9809,21231,44973,5347,29445,18023,5719,44601,26744,15322,8420,41900,13438,2016,21726,28594,351330,665686,342744,0
231598,214075,199923,280185,198988,207561,194263,269255,37657,55180,69332,10930,37335,19812,5660,85922,24037,6514,7638,72624,32610,15087,935,81197,445673,870067,480108,0
48990,51063,43453,47914,52123,45228,48810,47045,1945,4018,3592,869,180,2253,5357,896,3762,5835,1775,2686,3133,1060,8670,4209,100053,193206,91367,0
182554,186938,175726,184354,217624,208081,211246,177670,4884,9268,1944,6684,28692,24308,35520,26892,25527,21143,32355,23727,35070,30686,41898,33270,369492,814621,360080,0
118077,122225,106976,124892,113188,114010,97884,132027,13950,9802,25051,7135,20193,24341,9092,27008,4067,8215,7034,10882,4889,9037,6212,11704,240302,457109,231868,0
186793,170044,172131,126737,195159,199353,218708,248859,62066,78815,76728,122122,31915,48664,46577,91971,12560,29309,27222,72616,8366,25115,23028,68422,356837,862079,298868,0
171323,139910,149935,165064,139243,147345,140892,157399,13924,17489,7464,7665,30431,982,9043,24172,23978,7435,2590,17719,32080,667,10692,25821,311233,584879,314999,0
132201,116939,124981,187840,113194,110516,90616,233157,100956,116218,108176,45317,41585,26323,34365,97224,21685,6423,14465,77324,19007,3745,11787,74646,249140,547483,312821,0
26047,25350,22120,31301,25287,23858,23437,41643,15596,16293,19523,10342,2610,1913,1317,7864,2189,1492,1738,7443,760,63,3167,6014,51397,114225,53421,0
160656,154121,151424,127166,161309,156679,167998,190565,29909,36444,39141,63399,7342,13877,16574,40832,3977,2558,5255,29513,653,7188,9885,34143,314777,676551,278590,0
135758,138045,123237,172287,151465,150700,155313,190085,54327,52040,66848,17798,19555,17268,32076,16974,14942,12655,27463,21587,15707,13420,28228,20822,273803,647563,295524,0
38984,39645,37052,57681,36691,36155,38345,47419,8435,7774,10367,10262,639,1300,1293,19336,2829,3490,897,21526,2293,2954,361,20990,78629,158610,94733,0
